raceId,driverId,constructorId,statusId,circuitId,date,driverRef,number,code,constructorRef,circuitRef,lap,position_x,time,position_y,status,position
1126,830,9,1,79,2024-05-05,max_verstappen,33,VER,red_bull,miami,2,1,0 days 00:01:33.093000,1,Finished,1
1126,830,9,1,79,2024-05-05,max_verstappen,33,VER,red_bull,miami,3,1,0 days 00:01:33.137000,1,Finished,1
1126,830,9,1,79,2024-05-05,max_verstappen,33,VER,red_bull,miami,4,1,0 days 00:01:33.504000,1,Finished,1
1126,830,9,1,79,2024-05-05,max_verstappen,33,VER,red_bull,miami,5,1,0 days 00:01:32.834000,1,Finished,1
1126,830,9,1,79,2024-05-05,max_verstappen,33,VER,red_bull,miami,6,1,0 days 00:01:32.939000,1,Finished,1
1126,830,9,1,79,2024-05-05,max_verstappen,33,VER,red_bull,miami,7,1,0 days 00:01:32.895000,1,Finished,1
1126,830,9,1,79,2024-05-05,max_verstappen,33,VER,red_bull,miami,8,1,0 days 00:01:32.838000,1,Finished,1
1126,830,9,1,79,2024-05-05,max_verstappen,33,VER,red_bull,miami,9,1,0 days 00:01:33.289000,1,Finished,1
1126,830,9,1,79,2024-05-05,max_verstappen,33,VER,red_bull,miami,10,1,0 days 00:01:33.267000,1,Finished,1
1126,830,9,1,79,2024-05-05,max_verstappen,33,VER,red_bull,miami,11,1,0 days 00:01:33.501000,1,Finished,1
1126,830,9,1,79,2024-05-05,max_verstappen,33,VER,red_bull,miami,12,1,0 days 00:01:33.097000,1,Finished,1
1126,830,9,1,79,2024-05-05,max_verstappen,33,VER,red_bull,miami,13,1,0 days 00:01:33.129000,1,Finished,1
1126,830,9,1,79,2024-05-05,max_verstappen,33,VER,red_bull,miami,14,1,0 days 00:01:32.918000,1,Finished,1
1126,830,9,1,79,2024-05-05,max_verstappen,33,VER,red_bull,miami,15,1,0 days 00:01:32.807000,1,Finished,1
1126,830,9,1,79,2024-05-05,max_verstappen,33,VER,red_bull,miami,16,1,0 days 00:01:32.749000,1,Finished,1
1126,830,9,1,79,2024-05-05,max_verstappen,33,VER,red_bull,miami,17,1,0 days 00:01:32.920000,1,Finished,1
1126,830,9,1,79,2024-05-05,max_verstappen,33,VER,red_bull,miami,18,1,0 days 00:01:33.022000,1,Finished,1
1126,830,9,1,79,2024-05-05,max_verstappen,33,VER,red_bull,miami,19,1,0 days 00:01:32.668000,1,Finished,1
1126,830,9,1,79,2024-05-05,max_verstappen,33,VER,red_bull,miami,20,1,0 days 00:01:32.530000,1,Finished,1
1126,830,9,1,79,2024-05-05,max_verstappen,33,VER,red_bull,miami,21,1,0 days 00:01:32.926000,1,Finished,1
1126,830,9,1,79,2024-05-05,max_verstappen,33,VER,red_bull,miami,22,1,0 days 00:01:32.906000,1,Finished,1
1126,830,9,1,79,2024-05-05,max_verstappen,33,VER,red_bull,miami,23,2,0 days 00:01:51.938000,1,Finished,2
1126,830,9,1,79,2024-05-05,max_verstappen,33,VER,red_bull,miami,24,4,0 days 00:01:47.087000,1,Finished,4
1126,830,9,1,79,2024-05-05,max_verstappen,33,VER,red_bull,miami,25,4,0 days 00:01:32.298000,1,Finished,4
1126,830,9,1,79,2024-05-05,max_verstappen,33,VER,red_bull,miami,26,4,0 days 00:01:32.410000,1,Finished,4
1126,830,9,1,79,2024-05-05,max_verstappen,33,VER,red_bull,miami,27,4,0 days 00:01:32.515000,1,Finished,4
1126,830,9,1,79,2024-05-05,max_verstappen,33,VER,red_bull,miami,28,2,0 days 00:01:39.376000,1,Finished,2
1126,830,9,1,79,2024-05-05,max_verstappen,33,VER,red_bull,miami,29,2,0 days 00:02:26.519000,1,Finished,2
1126,830,9,1,79,2024-05-05,max_verstappen,33,VER,red_bull,miami,30,2,0 days 00:02:04.420000,1,Finished,2
1126,830,9,1,79,2024-05-05,max_verstappen,33,VER,red_bull,miami,31,2,0 days 00:01:41.077000,1,Finished,2
1126,830,9,1,79,2024-05-05,max_verstappen,33,VER,red_bull,miami,32,2,0 days 00:02:35.033000,1,Finished,2
1126,830,9,1,79,2024-05-05,max_verstappen,33,VER,red_bull,miami,33,2,0 days 00:01:32.227000,1,Finished,2
1126,830,9,1,79,2024-05-05,max_verstappen,33,VER,red_bull,miami,34,2,0 days 00:01:31.611000,1,Finished,2
1126,830,9,1,79,2024-05-05,max_verstappen,33,VER,red_bull,miami,35,2,0 days 00:01:31.409000,1,Finished,2
1126,830,9,1,79,2024-05-05,max_verstappen,33,VER,red_bull,miami,36,2,0 days 00:01:31.456000,1,Finished,2
1126,830,9,1,79,2024-05-05,max_verstappen,33,VER,red_bull,miami,37,2,0 days 00:01:31.377000,1,Finished,2
1126,830,9,1,79,2024-05-05,max_verstappen,33,VER,red_bull,miami,38,2,0 days 00:01:31.526000,1,Finished,2
1126,830,9,1,79,2024-05-05,max_verstappen,33,VER,red_bull,miami,39,2,0 days 00:01:31.336000,1,Finished,2
1126,830,9,1,79,2024-05-05,max_verstappen,33,VER,red_bull,miami,40,2,0 days 00:01:31.487000,1,Finished,2
1126,830,9,1,79,2024-05-05,max_verstappen,33,VER,red_bull,miami,41,2,0 days 00:01:31.375000,1,Finished,2
1126,830,9,1,79,2024-05-05,max_verstappen,33,VER,red_bull,miami,42,2,0 days 00:01:31.455000,1,Finished,2
1126,830,9,1,79,2024-05-05,max_verstappen,33,VER,red_bull,miami,43,2,0 days 00:01:31.435000,1,Finished,2
1126,830,9,1,79,2024-05-05,max_verstappen,33,VER,red_bull,miami,44,2,0 days 00:01:31.452000,1,Finished,2
1126,830,9,1,79,2024-05-05,max_verstappen,33,VER,red_bull,miami,45,2,0 days 00:01:31.537000,1,Finished,2
1126,830,9,1,79,2024-05-05,max_verstappen,33,VER,red_bull,miami,46,2,0 days 00:01:31.788000,1,Finished,2
1126,830,9,1,79,2024-05-05,max_verstappen,33,VER,red_bull,miami,47,2,0 days 00:01:31.513000,1,Finished,2
1126,830,9,1,79,2024-05-05,max_verstappen,33,VER,red_bull,miami,48,2,0 days 00:01:31.261000,1,Finished,2
1126,830,9,1,79,2024-05-05,max_verstappen,33,VER,red_bull,miami,49,2,0 days 00:01:31.597000,1,Finished,2
1126,830,9,1,79,2024-05-05,max_verstappen,33,VER,red_bull,miami,50,2,0 days 00:01:31.338000,1,Finished,2
1126,830,9,1,79,2024-05-05,max_verstappen,33,VER,red_bull,miami,51,2,0 days 00:01:31.284000,1,Finished,2
1126,830,9,1,79,2024-05-05,max_verstappen,33,VER,red_bull,miami,52,2,0 days 00:01:31.428000,1,Finished,2
1126,830,9,1,79,2024-05-05,max_verstappen,33,VER,red_bull,miami,53,2,0 days 00:01:31.473000,1,Finished,2
1126,830,9,1,79,2024-05-05,max_verstappen,33,VER,red_bull,miami,54,2,0 days 00:01:31.546000,1,Finished,2
1126,830,9,1,79,2024-05-05,max_verstappen,33,VER,red_bull,miami,55,2,0 days 00:01:31.408000,1,Finished,2
